TeamNumber,TeamName,Website,Youtube,Twitter,Facebook,Instagram,TBA
2515,Marshall Robotics and Engineering,NA,NA,https://twitter.com/frc2515,https://www.facebook.com/frc2515,https://www.instagram.com/frc2515/,https://www.thebluealliance.com/2515
2518,Spartan Robotics,http://first2518.weebly.com/,https://www.youtube.com/user/FIRSTTeam2518,https://twitter.com/firstteam2518,NA,NA,https://www.thebluealliance.com/2518
2525,The pHalcons,NA,NA,NA,NA,NA,https://www.thebluealliance.com/2525
2526,Crimson Robotics,http://www.crimsonrobotics.com/,https://www.youtube.com/channel/UClWmTsYwaLQvqMJO2RCj93g,https://twitter.com/Crimson2526,https://www.facebook.com/Crimson-Robotics-734231373272992/,https://www.instagram.com/crimsonrobotics/,https://www.thebluealliance.com/2526
2529,The WHO,NA,NA,NA,NA,NA,https://www.thebluealliance.com/2529
2530,Inconceivable,http://frcteam2530.org/,NA,https://twitter.com/FRCTEAM2530,https://www.facebook.com/FIRSTRobotics2530Inconceivable,https://www.instagram.com/inconceivablemn/,https://www.thebluealliance.com/2530
2531,RoboHawks,https://robohawks2531.weebly.com/,https://www.youtube.com/user/2531Robohawks,https://twitter.com/2531RoboHawks,NA,https://www.instagram.com/2531robohawks/,https://www.thebluealliance.com/2531
2532,FLASH Power,http://flashpower2532.weebly.com/,NA,https://twitter.com/frc2532?lang=en,NA,NA,https://www.thebluealliance.com/2532
2538,The Plaid Pillagers,https://team2538.wordpress.com/,NA,https://twitter.com/plaid_pillagers?lang=en,https://www.facebook.com/inPLAIDorINSANE/,NA,https://www.thebluealliance.com/2538
2545,Quantum Mechanics,NA,https://www.youtube.com/channel/UCF9E_vcIJ8L-Z0RxSf41hiQ,https://twitter.com/chhs_robotics,https://www.facebook.com/2545-Robotics-CHHS-156135351113173/,NA,https://www.thebluealliance.com/2545
2549,Millerbots,https://washburnmillerbots.com/,https://www.youtube.com/channel/UCnqfl9RVsy3yAowlyimnb6g,https://twitter.com/whsmillerbots,https://www.facebook.com/millerbots/,https://www.instagram.com/whsmillerbots/?utm_source=ig_profile_share&igshid=1o35qzot8ptnd,https://www.thebluealliance.com/2549
2574,RoboHuskie,NA,https://www.youtube.com/user/StAnthonyRoboHuskie,https://twitter.com/robohuskie2574,https://www.facebook.com/pg/Robohuskie/about/?ref=page_internal,https://www.instagram.com/robohuskie2574/,https://www.thebluealliance.com/2574
2606,Irish Robotics,https://sites.google.com/a/apps.district196.org/irish-robotics/home,NA,https://twitter.com/irish_2606,https://www.facebook.com/IrishRobotics/,https://www.instagram.com/irishrobotics/,https://www.thebluealliance.com/2606
2654,Polar Rams,http://polarrams.com/,NA,https://twitter.com/2654roborams,https://m.facebook.com/PolarRams,https://www.instagram.com/polarramsrm/,https://www.thebluealliance.com/2654
2667,Knights of the Valley,http://www.team2667.org/,NA,https://twitter.com/FRC2667,https://www.facebook.com/FIRSTTEAM2667/,https://www.instagram.com/frcteam2667/,https://www.thebluealliance.com/2667
2823,The Automatons,http://www.hprobotics.org/,https://www.youtube.com/user/highland2823,https://twitter.com/hprobotics,https://www.facebook.com/HPRobotics,https://www.instagram.com/hprobotics2823/,https://www.thebluealliance.com/2823
2825,Roc Robotics,NA,NA,NA,https://www.facebook.com/Team-2825-Roc-Robotics-1541288902856344/,NA,https://www.thebluealliance.com/2825
2846,FireBears,http://firebears.org/,https://www.youtube.com/c/FirebearsOrg,https://twitter.com/firebears2846,https://www.facebook.com/FireBears2846,https://www.instagram.com/firebears2846/,https://www.thebluealliance.com/2846
2847,The MegaHertz,https://megahertz-team2847.webs.com/,NA,https://twitter.com/2847Megahertz,https://www.facebook.com/Team2847/,https://www.instagram.com/frc_team2847/,https://www.thebluealliance.com/2847
2861,Infinity's End,https://sites.google.com/a/lake-city.k12.mn.us/2861-infinity-s-end/,https://www.youtube.com/channel/UCIZDymD5QqjCaBOpJWCW-EA,https://twitter.com/frc2861?lang=en,NA,NA,https://www.thebluealliance.com/2861
2879,Oriole Robotics,NA,NA,https://twitter.com/frc2879,https://www.facebook.com/FRC2879/,NA,https://www.thebluealliance.com/2879
2883,F.R.E.D,https://www.team2883.com/,https://www.youtube.com/channel/UCm9tddMsUaVkkfdhB9oLolw/featured,https://twitter.com/teamfred2883,https://www.facebook.com/team2883,https://www.instagram.com/teamfred2883/,https://www.thebluealliance.com/2883
2957,Knights,NA,NA,NA,NA,NA,https://www.thebluealliance.com/2957
2977,Sir Lancer Bots,https://lacrescentrobotics.com/,NA,https://twitter.com/sirlancerbots,https://www.facebook.com/sirlancerbots/,https://www.instagram.com/sirlancerbots/,https://www.thebluealliance.com/2977
2987,Rogue Robotics,https://www.team2987.com/,NA,https://twitter.com/rogue_robotics,https://www.facebook.com/roguerobotics2987/,https://www.instagram.com/roguerobotics/,https://www.thebluealliance.com/2987
2989,Star Tech,http://team2989.weebly.com/,https://www.youtube.com/channel/UC6jwARmfNxvDXPb6KrPwKoA,https://twitter.com/frcteam2989,NA,NA,https://www.thebluealliance.com/2989
3007,Robotitans,https://sites.google.com/view/team-3007/home,https://www.youtube.com/channel/UCoPYTR4KwSRjoG-3LHRHtGQ,https://twitter.com/frcteam3007,NA,NA,https://www.thebluealliance.com/3007
3018,Nordic Storm,https://www.nordicstorm.org/,NA,https://twitter.com/nordicstorm3018,https://www.facebook.com/NordicStorm3018/,NA,https://www.thebluealliance.com/3018
3023,STARK Industries,http://team3023.org/,NA,https://twitter.com/FRCTeam3023,https://www.facebook.com/FRCTeam3023/,https://www.instagram.com/team3023/,https://www.thebluealliance.com/3023
3026,Orange Crush Robotics,https://www.orangecrush3026.com/,NA,https://twitter.com/ocr3026?lang=en,https://www.facebook.com/orangecrushrobotics/,https://www.instagram.com/ocr3026/?hl=en,https://www.thebluealliance.com/3026
3038,ICE,https://sites.google.com/site/team3038ice,https://www.youtube.com/user/ICE3038,https://twitter.com/ice3038,https://www.facebook.com/3038ICE/,https://www.instagram.com/3038i.c.e.robotics/,https://www.thebluealliance.com/3038
3042,Cobalt Catalysts,https://team3042.weebly.com/,https://www.youtube.com/user/EastviewCobalt,https://twitter.com/Cobalt3042,https://www.facebook.com/Cobalt3042/,https://www.instagram.com/3042_cobalt_catalysts/,https://www.thebluealliance.com/3042
3054,IceStorm,NA,NA,NA,https://www.facebook.com/CCHSIceStormRobotics3054/,NA,https://www.thebluealliance.com/3054
3055,Furious George,NA,NA,https://twitter.com/3055george,https://www.facebook.com/FuriousGeorgeTeam3055/,https://www.instagram.com/3055furiousgeorge/,https://www.thebluealliance.com/3055
3058,AnnDroids,http://www.anndroids3058.com/,NA,https://twitter.com/Anndroids_3058,https://www.facebook.com/mr.roboto.18,https://www.instagram.com/team_3058/,https://www.thebluealliance.com/3058
3082,Chicken Bot Pie,https://team3082.com/,NA,https://twitter.com/Team3082/,https://www.facebook.com/team3082/,https://www.instagram.com/chickenbotpie/,https://www.thebluealliance.com/3082
3090,Ramkawks,NA,NA,NA,https://www.facebook.com/Team3090/,NA,https://www.thebluealliance.com/3090
3100,Lightning Turtles,https://team3100.com/,https://www.youtube.com/channel/UCasCnsLlqfCEV9WlaFmJqGA,https://twitter.com/frc3100,https://www.facebook.com/FRC3100/,https://www.instagram.com/frc_3100/,https://www.thebluealliance.com/3100
3102,Tech-No-Tigers,https://www.tnt3102.org/,NA,NA,https://www.facebook.com/tnt3102,https://www.instagram.com/tnt3102/,https://www.thebluealliance.com/3102
3122,The Alluminators,NA,NA,https://twitter.com/frc3122,https://www.facebook.com/frc3122,NA,https://www.thebluealliance.com/3122
3130,The ERRORs,NA,https://www.youtube.com/user/error3130,https://twitter.com/errors3130,https://www.facebook.com/error3130,https://www.instagram.com/errors3130/,https://www.thebluealliance.com/3130
3134,The Accelerators,http://clbrobotics.weebly.com/,https://www.youtube.com/channel/UCQUszqXL0Cr8I4wezAbMefA,NA,https://www.facebook.com/acceleratorsandregulators/,NA,https://www.thebluealliance.com/3134
3184,Blaze Robotics,https://www.blazerobotics.org/,https://www.youtube.com/user/team3184,https://twitter.com/Team3184?lang=en,https://www.facebook.com/BlazeRobotics/,https://www.instagram.com/blazerobotics/,https://www.thebluealliance.com/3184
3202,KnightBots,https://sites.google.com/site/hardingknightbots/home,NA,NA,https://www.facebook.com/knightbots/,NA,https://www.thebluealliance.com/3202
3206,Royal T-Wrecks,https://www.whsactivities.org/robotics,https://www.youtube.com/channel/UCcW_rWXi3W02IrdMRdR7EFQ,https://twitter.com/RTWrecks,NA,https://www.instagram.com/frc3206/,https://www.thebluealliance.com/3206
3212,YME Stingbots,NA,NA,NA,https://www.facebook.com/YME-Stingbots-3212-141313229686050/,NA,https://www.thebluealliance.com/3212
3244,Granite City Gear Heads,http://www.granitecitygearheads.com/,https://www.youtube.com/user/GearHeads3244,https://twitter.com/gcgearheads,https://www.facebook.com/granitecitygearheads3244,https://www.instagram.com/gcgearheads/,https://www.thebluealliance.com/3244
3267,Mariner Robotics,NA,NA,NA,https://www.facebook.com/WKHS-Mariner-Robotics-870746146378688/,NA,https://www.thebluealliance.com/3267
3275,The Regulators,http://clbregulators.weebly.com/,NA,NA,NA,NA,https://www.thebluealliance.com/3275
3276,ToolCats,https://www.nls.k12.mn.us/Page/2153#calendar4399/20200301/month,NA,NA,NA,NA,https://www.thebluealliance.com/3276
3277,ProDigi,NA,NA,https://twitter.com/prodigi3277,https://www.facebook.com/Prodigi3277/,https://www.instagram.com/prodigi3277/,https://www.thebluealliance.com/3277
3278,QWERTY Robotics,http://qwertyrobotics.org,https://www.youtube.com/channel/UC-GtJBg6khOMis0vaetbAbQ,NA,https://www.facebook.com/qwertyrobotics/,NA,https://www.thebluealliance.com/3278
3291,AU Pirates,https://sites.google.com/apps.district279.org/au-pirates-pc/about/about-us,,https://twitter.com/parkcenterrobot?lang=en,https://www.facebook.com/3291AuPirates/,https://www.instagram.com/aupirates_3291/,https://www.thebluealliance.com/3291
3293,OtterBots,NA,NA,NA,NA,NA,https://www.thebluealliance.com/3293
3294,Backwoods Engineers,NA,NA,NA,https://www.facebook.com/backwoodsengineers3294/,,https://www.thebluealliance.com/3294
3297,Full Metal Jackets,https://perhamyellowjackets.com/teams/2956273/robotics/varsity,NA,NA,NA,NA,https://www.thebluealliance.com/3297
3298,ArrowBots,NA,NA,NA,https://www.facebook.com/PAS.Robotics.3298/,NA,https://www.thebluealliance.com/3298
3299,The Warehouse Crew,NA,https://www.youtube.com/channel/UCAGFQAe-CJWn-_6Xs1rYYJw/videos?disable_polymer=1,NA,NA,NA,https://www.thebluealliance.com/3299
3300,Midwest WARRIORS,https://team3300.wixsite.com/midwestwarriors,NA,NA,NA,NA,https://www.thebluealliance.com/3300
3313,Mechatronics,http://www.team3313.com,https://www.youtube.com/user/Team3313Mechatronics,https://twitter.com/team3313,https://www.facebook.com/Team3313/,https://www.instagram.com/team3313/,https://www.thebluealliance.com/3313
3407,Wild Cards,NA,NA,NA,NA,NA,https://www.thebluealliance.com/3407
3454,Z Bots,NA,NA,NA,NA,NA,https://www.thebluealliance.com/3454
3610,Islanders,NA,NA,NA,NA,NA,https://www.thebluealliance.com/3610
3630,Stampede,https://breckstampede.org,NA,https://twitter.com/stampede3630,NA,NA,https://www.thebluealliance.com/3630
3633,Catalyst 3633,https://www.facebook.com/FRC3633,NA,NA,NA,NA,https://www.thebluealliance.com/3633
3691,RoboRaiders,https://www.northfieldrobotics.com/,https://www.youtube.com/channel/UC417liWB1ym9G4OjYiqytXw?app=desktop,https://twitter.com/Roboraiders3691,https://www.facebook.com/Roboraiders3691/,https://www.instagram.com/roboraiders3691/,https://www.thebluealliance.com/3691
3723,TEKnights,https://kingslandteknights.weebly.com/,NA,NA,NA,NA,https://www.thebluealliance.com/3723
3740,Storm Robotics,https://stormrobotic.weebly.com/,https://www.youtube.com/channel/UCdV9OUKaYaZoOhvZNbMr4Ng/featured,https://twitter.com/storm_robotics?lang=en,NA,https://www.instagram.com/9210_stormrobotics/,https://www.thebluealliance.com/3740
3745,Governors,NA,NA,NA,NA,NA,https://www.thebluealliance.com/3745
3750,Gator Robotics,https://badgerrobotics3750.wixsite.com/home,NA,https://twitter.com/Robotics_Gator,https://www.facebook.com/BadgerRobotics3750/,https://www.instagram.com/gatorrobotics3750/,https://www.thebluealliance.com/3750
3751,Tower View Robotics,NA,NA,https://twitter.com/tower_tv,NA,NA,https://www.thebluealliance.com/3751
3754,TrekNorth First City Robotics,https://team3754.weebly.com/about.html,NA,https://twitter.com/firstcityrobots,NA,NA,https://www.thebluealliance.com/3754
3755,Dragon Robotics,NA,NA,NA,https://www.facebook.com/Robotics3755/,NA,https://www.thebluealliance.com/3755
3839,Swolverines,https://www.swolverines.org/,NA,https://twitter.com/wdc_swolverines,https://www.facebook.com/WDCswolverines,https://www.instagram.com/swolverines/,https://www.thebluealliance.com/3839
3848,Bots in Shining Armour,NA,NA,https://twitter.com/KWRoboticsTeam,NA,NA,https://www.thebluealliance.com/3848
3871,Trojan Robotics,NA,NA,https://twitter.com/whsfirst,NA,NA,https://www.thebluealliance.com/3871
3883,Data Bits,https://www.databits3883.com/,https://www.youtube.com/channel/UCgokhIYOmu8USGMhWY2qgkw,https://twitter.com/FRC3883,https://www.facebook.com/FRC3883DataBits,https://www.instagram.com/frc3883/,https://www.thebluealliance.com/3883
3926,MPArors,https://www.team3926.org/,https://www.youtube.com/user/team3926,https://twitter.com/MPARobotics,https://www.facebook.com/team3926/,NA,https://www.thebluealliance.com/3926
4009,Denfeld DNA Robotics,http://denfeldrobotics4009.org/,https://www.youtube.com/channel/UCRfC5kOpIyvhPeVY1Yn8l2A,NA,https://www.facebook.com/denfeldrobotics,https://www.instagram.com/dna4009/,https://www.thebluealliance.com/4009
4166,Robostang,https://morarobotics.weebly.com/,https://www.youtube.com/channel/UC2LnbXgjLcCIAorT7qQ7OgQ,NA,https://www.facebook.com/profile.php?id=100015034716679,https://www.instagram.com/morarobostangs/,https://www.thebluealliance.com/4166
4174,Mustangs,https://www.blhsd.org/vnews/display.v/SEC/High%20School%7cActivities%3e%3eRobotics,,NA,https://www.facebook.com/blhsroboticsteam/,https://www.instagram.com/blhsrobo/,https://www.thebluealliance.com/4174
4181,Quack Attack,NA,NA,NA,https://www.facebook.com/quackattack4181/posts/?ref=page_internal,NA,https://www.thebluealliance.com/4181
4182,Viking Robotics,NA,NA,https://twitter.com/mhs_team4182?lang=en,NA,NA,https://www.thebluealliance.com/4182
4198,RoboCats,https://robocatsteam4198.wixsite.com/cats,NA,NA,https://www.facebook.com/pg/RoboCats4198/posts/?ref=page_internal,https://www.instagram.com/waconiarobotics/,https://www.thebluealliance.com/4198
4207,PyroBotics,http://robotics.hfchs.org/robotics.php,NA,https://twitter.com/HFCHSRobotics,NA,NA,https://www.thebluealliance.com/4207
4215,Tritons,https://trinitytritonsrobotics.com/,NA,https://twitter.com/Team4215,NA,https://www.instagram.com/tritons4215/,https://www.thebluealliance.com/4215
4217,Scitobors,https://nkrobotics.webs.com/,NA,https://twitter.com/scitobor4217,NA,NA,https://www.thebluealliance.com/4217
4225,RoboCats,NA,NA,NA,NA,NA,https://www.thebluealliance.com/4225
4226,Huskies,http://team4226.github.io/,NA,https://twitter.com/team4226?lang=en,NA,NA,https://www.thebluealliance.com/4226
4229,Magnetech,https://sites.google.com/a/stpaul.k12.mn.us/team-4229-magnetech/home?authuser=0,,https://twitter.com/4229magnetech,https://www.facebook.com/4229Magnetech/,NA,https://www.thebluealliance.com/4229
4230,TopperBots,http://www.topperbots4230.com/,https://www.youtube.com/channel/UCMRSdYxoKJUKZ_m3uAl2IwQ,https://twitter.com/TopperBots,https://www.facebook.com/MarshallFRC,https://www.instagram.com/topperbots/,https://www.thebluealliance.com/4230
4238,Resistance Robotics,NA,NA,NA,NA,NA,https://www.thebluealliance.com/4238
4239,WARPSPEED,https://warpspeed4239.wordpress.com/,https://www.youtube.com/channel/UCFtRA4nGDbXEPAvbNLMfTcA,https://twitter.com/WARPSPEED4239,NA,https://www.instagram.com/warpspeed_4239/,https://www.thebluealliance.com/4239
4260,BEAR Bucs,NA,NA,NA,NA,NA,https://www.thebluealliance.com/4260
4277,Thingamajiggers,https://team4277.webs.com/,NA,https://twitter.com/frc4277,https://www.facebook.com/Thingamajiggers/,https://www.instagram.com/chs4277/,https://www.thebluealliance.com/4277
4360,Spudnik,NA,NA,https://twitter.com/spudnikrobotics,https://www.facebook.com/MoorheadRobotics4360/,https://www.instagram.com/spudnikrobotics4360/,https://www.thebluealliance.com/4360
4480,UC-Botics,NA,https://www.youtube.com/user/UCBotics,https://twitter.com/ucbotics,https://www.facebook.com/UCBotics/,NA,https://www.thebluealliance.com/4480
4506,PioNerds,NA,NA,https://twitter.com/hmrobotics4506,https://www.facebook.com/Pionerds4506/,https://www.instagram.com/pionerds/,https://www.thebluealliance.com/4506
4511,Power Amplified,NA,https://www.youtube.com/channel/UCI1OA9FaOTRwKrwsocXux2Q,NA,NA,NA,https://www.thebluealliance.com/4511
4536,MinuteBots,https://www.minutebots.org/,https://www.youtube.com/channel/UCFU6XLM7Q-EL0o9TM-n0wSA,https://twitter.com/minutebots,https://www.facebook.com/MinuteBots?fref=ts,NA,https://www.thebluealliance.com/4536
4539,KAOTIC Robotics,https://www.kaoticrobotics.org/,https://www.youtube.com/channel/UCbdzPJaloT7zXST7fg8dUDA,https://twitter.com/KaoticRobotics,https://www.facebook.com/KAOTIC-Robotics-4539-400084090145600/,https://www.instagram.com/kaoticrobotics/,https://www.thebluealliance.com/4539
4549,Iron Bulls,https://www.ssprobotics.com/,NA,https://twitter.com/ironbulls4549?lang=en,https://www.facebook.com/SSProbotics/,NA,https://www.thebluealliance.com/4549
4607,C.I.S.,https://sites.google.com/frc4607cis.com/cis4607,https://www.youtube.com/channel/UCuZurGNa2j5dLLE3HOlZM4A,https://twitter.com/cis4607?lang=en,https://www.facebook.com/BeckerRobotics4607/,https://www.instagram.com/cis_4607robotics/?hl=en,https://www.thebluealliance.com/4607
4623,Flyer Robotics,NA,NA,https://twitter.com/flyerrobotics,https://www.facebook.com/LittleFallsRobotics/,NA,https://www.thebluealliance.com/4623
4624,Rebel Alliance,https://owatonna4624.wixsite.com/4624,NA,https://twitter.com/owatonna4624,https://www.facebook.com/First-Robotics-Owatonna-212297038900626/?fref=ts,https://www.instagram.com/owatonna4624/,https://www.thebluealliance.com/4624
4632,Monty-Pythons,https://montipythons.wixsite.com/website,NA,https://twitter.com/montipythons?lang=en,NA,NA,https://www.thebluealliance.com/4632
4648,Techno-Tech,http://technotechrobotics.com/technotech/,NA,https://twitter.com/technotech4648,NA,NA,https://www.thebluealliance.com/4648
4656,Rock Solid Robotics,http://twoharborsrobotics.com/,NA,NA,https://www.facebook.com/RockSolid4656/,https://www.instagram.com/rocksolid4656/,https://www.thebluealliance.com/4656
4663,Cyber Tigers,NA,NA,https://twitter.com/cybertigers4663?lang=en,NA,https://www.instagram.com/cybertigers4663/,https://www.thebluealliance.com/4663
4664,Butler Bots,NA,NA,https://twitter.com/frc4664,NA,NA,https://www.thebluealliance.com/4664
4665,Predators,NA,NA,https://twitter.com/gslpredators,https://www.facebook.com/GSL4665/,NA,https://www.thebluealliance.com/4665
4674,RoboJacks,https://www.robojacks4674.org/,https://www.youtube.com/channel/UCx7dMM9pkVaiNabKnmUBGgg,,https://www.facebook.com/team4674,https://www.instagram.com/robo.jacks/,https://www.thebluealliance.com/4674
4693,Axiomatic Aftermath,https://sites.google.com/rockford.k12.mn.us/waltersl/robotics,NA,NA,NA,NA,https://www.thebluealliance.com/4693
4703,Menahga Gigabot$,NA,NA,NA,NA,NA,https://www.thebluealliance.com/4703
4728,Rocori Rench Reckers,https://frc4728.wixsite.com/first,NA,https://twitter.com/robotics4728,https://www.facebook.com/RocoriRobotics/?ref=bookmarks,NA,https://www.thebluealliance.com/4728
4741,WingNuts,NA,NA,https://twitter.com/frc4741rvhs?lang=en,https://www.facebook.com/pages/category/Youth-Organization/4741-Wingnuts-2435090523197275/,NA,https://www.thebluealliance.com/4741
4778,Stormbots,https://sites.google.com/view/chanrobotics,https://www.youtube.com/channel/UCBmJmrtKRYjOS4TM1LlzEUw,https://twitter.com/chanrobotics,NA,https://www.instagram.com/chanrobotics/,https://www.thebluealliance.com/4778
4845,Lion's Pride,NA,NA,https://twitter.com/frc4845,https://www.facebook.com/LakeviewRobotics/,https://www.instagram.com/frc4845/,https://www.thebluealliance.com/4845
4859,The CyBears,https://sites.google.com/byron.k12.mn.us/byronrobotics,NA,https://twitter.com/byronrobotics?lang=en,https://www.facebook.com/ByronRobotics/,https://www.instagram.com/byron_cybears4859/?hl=en,https://www.thebluealliance.com/4859
5143,GRG Raw Steel,NA,NA,NA,NA,NA,https://www.thebluealliance.com/5143
5172,Gators,https://5172gators.org/,https://www.youtube.com/user/gmrrobotics,https://twitter.com/gmrrobotics,https://facebook.com/5172gators,https://www.instagram.com/gatorrobotics_5172/,https://www.thebluealliance.com/5172
5232,Talons,NA,https://www.youtube.com/channel/UCUiEHgqclFZZ6td4ebNIVbw,NA,https://www.facebook.com/HermantownTalons5232/,NA,https://www.thebluealliance.com/5232
5253,Bigfork Backwoods Bots,NA,NA,NA,NA,NA,https://www.thebluealliance.com/5253
5271,Open Circuits,https://opencircuits.weebly.com/,NA,https://twitter.com/owlopencircuits?lang=en,NA,NA,https://www.thebluealliance.com/5271
5275,T.I.M.E. Bots,https://timebots5275.com/,https://www.youtube.com/channel/UCb_E6_67T-BqZU3DlorhrCA,https://twitter.com/timebots5275,https://www.facebook.com/NewPragueTIMEBots5275FRC/,NA,https://www.thebluealliance.com/5275
5278,Los Clasicos,NA,NA,NA,https://www.facebook.com/los.clasicos.5278,https://www.instagram.com/los.clasicos5278/,https://www.thebluealliance.com/5278
5290,Mechanical Howl,NA,NA,https://twitter.com/team5290?lang=en,https://www.facebook.com/Team5290/,NA,https://www.thebluealliance.com/5290
